"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Sweden",222,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.1,2,1,0,0,0,16,0,1,5,0,0,0.1,0,0,0,3,0,0,0,0,0,0
"Sweden",222,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,395.781500126119,0,714.238907314255,904.53060089139,0,0,1403.1366845193,0,0,0,2105.98111028824,0,24298,31653,31682,38430,46571
"Sweden",222,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0.1,0,3,0,1,5,0
"Sweden",222,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,136,52,0,0
"Sweden",222,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.2852869415,682.53979023479,664.707204850063,0,628.999656645516,0,0,0,0,0,0,504.213936387503,0,468.568894899712,0,432.597547161757,0,397.070103056321,0,356.520932893131,339.832538255745,0,0,0,0,0
"Sweden",222,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4318.92747837855,4195.99529514103,4361.06728391966,1485.60027738858,3016.77621838895,3501.04275745933,3071.35217524017,2017.8813356329,1938.47568198051,0,0,272.012488723089,277.93238669329,295.351916270299,317.385853370572,330.721045686951,338.301084182418
"Sweden",222,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0.1,0,3,0,1,5,0
"Sweden",222,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319.14859024461,3130.55828394542,2898.16189660964,2638.05398870416,1833.56918890003,628.999656645516,0,0,2055.44692891225,2092.81214573098,1992.02825148159,2007.11135361192,504.213936387503,0,2263.57113025151,0,432.637416426898,1,403.070103056321,1,357.996567784555,339.932538255745,108.1,136,52,0,0
"Sweden",222,"Z_TOTAL","shells",NA,NA,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
"Sweden",222,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.2,2.1,5,5,0.1,3,415.781500126119,1,716.238907314255,909.63060089139,0.1,0.1,1403.3366845193,0.1,1,0.1,2109.98111028824,2,24298,31653,31682,38430,46571
"Syria",77,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000,10000,14000,12000,10000,9000,8000,12500,2500,2000,1000,850
"Syria",77,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,1,0.1,0.1,0,0.1,5,0.1,5,0,0,15,9,0,5,0,0,0.1,0
"Syria",77,"Miscellaneous corals and shells","shells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
"Syria",77,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1484,1593,1838,1488,1847
"Syria",77,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1,2,2,2
"Syria",77,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1729983133055,31.7698708565795,35.7922113378454,33.8199829276264,21.1431672111867,12.3811719953083,0,12.1068593941472,24.509362509426,8
"Syria",77,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10634.5801567015,18569.1192790778,21849.1443059569,16987.5293701547,11791.3007392804,4696.42136670486,1883.84535016443,1336.4912581289,1749.74165026101,2339.69815102674,2564.96332120826,3805.34868992309,3626.44563291076,3477.62021141057,3293.07759773973,7920.9566660047,0,0,0,0.1,0.1,0.1,0.1,18,0.1,0.1,0.1,0.1,0.1
"Syria",77,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.903372301746,234.693444940689,229.605598407417,224.445601855268,219.268129520002,216.082896460219,209.067970357088,8,0,0
"Syria",77,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000,10000,14000,12000,10000,9000,8000,12500,2500,2000,1000,850
"Syria",77,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,1,0.1,0.1,0,0.1,5,0.1,5,0,0,15,9,0,5,0,0,0.1,0
"Syria",77,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10634.5801567015,18569.1192790778,21849.1443059569,16987.5293701547,11791.3007392804,4696.42136670486,1883.84535016443,1336.4912581289,1749.74165026101,2339.69815102674,2564.96332120826,3805.34868992309,3626.44563291076,3477.62021141057,3293.07759773973,7920.9566660047,0,0,0,31.2729983133055,31.8698708565795,35.8922113378454,33.9199829276264,39.1431672111867,12.4811719953082,0.1,12.2068593941472,24.609362509426,8.1
"Syria",77,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.903372301746,234.693444940689,229.605598407417,224.445601855268,219.268129520002,216.082896460219,209.067970357088,8,0,0
"Syria",77,"Z_TOTAL","shells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
"Syria",77,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533,1594,1840,1490,1849
"Taiwan",14,"Agar agar nei","seaweeds",NA,NA,702.805909582483,686.420285931436,544.008779611515,519.093019797288,515.365017549662,542.455571762552,1014.21386919139,1020.11666583768,0,0,0,1009.33214208743,992.946518436391,976.560894785343,0,0,574.916784315104,25,9,1,1,2,0.1,0,0.1,0,2,2,1,2,3,0,0,0,3,0.1,0,0.1,0
"Taiwan",14,"Carrageen (Chondrus crispus)","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0
"Taiwan",14,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,29,204,28,0,1,0.1,0,0,0
"Taiwan",14,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,0,0,0,0,0.1,2,2,23,42,32,16,13,9,30,28,14,13,28,75,73,123,79,128,36,62,71,65
"Taiwan",14,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,8,9,1,4,0.1,3,0.1,1,0.1,16,6,7,6,12,4,0,0,0,0,0,0,0,0,11,16,21,60,48
"Taiwan",14,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,1,208,29,0,10,31,139,655,0,104,24
"Taiwan",14,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,43,99,68,43
"Taiwan",14,"Other brown algae (laminaria, eisenia/ecklonia)","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0.1,0.1
"Taiwan",14,"Other red algae","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,19.1791473095637,0,19.9613175069327,20.3345188781282
"Taiwan",14,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.218718697564,483.535550092456,495.480350168604,571.272927498081,391.1452705884,341.358794314656,276.227686491075,250.78097060672,256.552643047879,21,0,0
"Taiwan",14,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,29,204,28,0,1,0.1,0,0,0
"Taiwan",14,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8,17,9,1,4,0.1,3.1,2.1,3,23.1,58,38,23,19,21,34,28,14,13,28,75,73,123,79,139,52,83,131,113
"Taiwan",14,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,1,208,29,0,10,31,168,698,99,172,67
"Taiwan",14,"Z_TOTAL","seaweeds",NA,NA,702.805909582483,686.420285931436,544.008779611515,519.093019797288,515.365017549662,542.455571762552,1014.21386919139,1020.11666583768,0,0,0,1009.33214208743,992.946518436391,976.560894785343,0,0,574.916784315104,25,9,1,1,2,0.1,0,0.1,0,2,2,1,6,6,4,0,0,11.1,19.3791473095637,0,20.1613175069327,20.4345188781282
"Taiwan",14,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.218718697564,483.535550092456,495.480350168604,571.272927498081,391.1452705884,341.358794314656,276.227686491075,250.78097060672,256.552643047879,21,0,0
"Tanzania",202,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9629793863523,0,0,0,0,0,0,0,0,0,0,15.9377839437402,0,0,0,0,12.1898786252641,0,0,0,0,0.1,0.1,0.1
"Tanzania",202,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,5.3166823339958,0.1,1,1
"Tanzania",202,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00866877573139,1.07303923015053,1.13503467042287,1.19738044803103,1.25947143484947,1.31687609107175,1.33567084298403,1.41822244018218,1.46401136629564,0,0,1.68342987858912,1.72343141390806,14,19,10
"Tanzania",202,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,129,2,26,26
"Tanzania",202,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,27,15,12,4
"Tanzania",202,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.1,3,4
"Tanzania",202,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,33,34,3,16,1,1,1,6,12,16
"Tanzania",202,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,127,30,31,9
"Tanzania",202,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86168260446902,0,2,2,0.1
"Tanzania",202,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9629793863523,0,0,0,0,0,0,0,0,0,0,15.9377839437402,0,0,0,0,12.1898786252641,0,0,0.1,5.3166823339958,0.2,1.1,1.1
"Tanzania",202,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,27,15.1,15,8
"Tanzania",202,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,33,34,3,16,1,29,128,36,43,25
"Tanzania",202,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00866877573139,1.07303923015053,1.13503467042287,1.19738044803103,1.25947143484947,1.31687609107175,1.33567084298403,1.41822244018218,1.46401136629564,0,0,5.54511248305815,1.72343141390806,16,21,10.1
"Tanzania",202,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,129,2,26,26
"Thailand",25,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0820644702331,23.9522594064312,0.1,0,0.1
"Thailand",25,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,3,1,0
"Thailand",25,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,0,0,0.1
"Thailand",25,"Mother of pearl shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.864912536301,138.564761374208,121.616765125073,106.95557430285,92.6643078879279,75.3463872315006,0,52.1445730532141,34.8266523967832,19.8627961504135,0.527105999644846,0,635,760,965,913,683
"Thailand",25,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,349,6,10,305,420,516,453,581,610,458,1,0,67,0,0,8,68,0,47,14,1,3.95991190600679,2,37,0,0
"Thailand",25,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.9161730849482,78.0089294378449,95.436148625522,0,0,0,0,0,1148,1187,1021,1255,1099
"Thailand",25,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.940665847239,0,78.0282423906538,0,0,0,0.1,0,0,3
"Thailand",25,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925784667560947,0.722992242317105,0,0,0,0,5.03771054423896,0.418007391647279,2.27462126191085,2.89311570133441,4.95608281007162,6.62221676789841,0.1,1,0
"Thailand",25,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,0,0,0,0,0,0,0
"Thailand",25,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736.57367339026,0.1,0.1,16,0.1,0.1,0.1,0.1,0.1,0.1,4,0.1,1,0.1,2,3,0.1,2,0.1,0.1,0.1,0.1,0.1
"Thailand",25,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,3,1,0
"Thailand",25,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0820644702331,24.0522594064312,0.1,0,0.2
"Thailand",25,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.9161730849482,78.0089294378449,95.436148625522,70.940665847239,0,78.0282423906538,0,0,1148,1187.1,1021,1255,1102
"Thailand",25,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925784667560947,0.722992242317105,0,0,0,0,10.037710544239,3.41800739164728,2.27462126191085,2.89311570133441,4.95608281007162,6.62221676789841,0.1,1,0
"Thailand",25,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736.57367339026,0.1,0.1,16,0.1,0.1,153.964912536301,138.664761374208,121.716765125073,107.05557430285,96.6643078879279,75.4463872315006,1,52.2445730532141,36.8266523967832,22.8627961504135,0.627105999644846,2,635.1,760.1,965.1,913.1,683.1
"Thailand",25,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,349,6,10,305,420,516,453,581,610,458,1,0,67,0,0,8,68,0,47,14,1,3.95991190600679,2,37,0,0
"Togo",98,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.1,1,3
"Togo",98,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0
"Togo",98,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,4,5,6
"Togo",98,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,21,19,26,30
"Togo",98,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.1,1,3
"Togo",98,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,24,23,31,36
"Togo",98,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0
"Tonga",155,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639.481445711783,656.903370044871,674.315598996487,691.735851712081,709.155435780682,726.581371995744,743.999618770351,0,778.831766114061,0,0,831.092524260843,848.538185562342,865.984515510841,0,0,0,0,0,0,987.880147877157,1005.31009597422,1022.72132195534,1,0,0
"Tonga",155,"Coral and the like","corals",5399,4965,3945,4802,5402,5168,4822,5476,5340,6624,7724,11375,5924,7965,9738,9834,10603,7327,8429,8285,7737,7883,6880,6314,5969,5219,5396,4502,3318,3124,3491,3395,5066,4143,3785,5926,3032,3079,3263,3056,2353
"Tonga",155,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,0,17,27
"Tonga",155,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,1,0,0,0,0,0,0
"Tonga",155,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,14,29,32,27,24,23,27,39,52,66,73,91
"Tonga",155,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0
"Tonga",155,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.324580610162,0,589.260884823569,625.253415809755,661.235493584507,0,0,769.213086543081,805.35196248944,404,1656,1728,1738,1686
"Tonga",155,"Z_TOTAL","corals",5399,4965,3945,4802,5402,5168,4822,5476,5340,6624,7724,11375,5924,7965,9738,9834,10603,7327,8429,8285,7737,7883,6880,6314,5969,5219,5396,4502,3318,3124,3491,3395,5066,4143,3785,5926,3032,3079,3263,3056,2353
"Tonga",155,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,14,29,34,27,27,24,27,39,52,66,73,91
"Tonga",155,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639.481445711783,656.903370044871,674.315598996487,691.735851712081,709.155435780682,726.581371995744,743.999618770351,0,778.831766114061,0,0,831.092524260843,848.538185562342,865.984515510841,0,0,0,0,0,0,987.880147877157,1005.41009597422,1022.82132195534,1.1,0.1,0
"Tonga",155,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.324580610162,0,589.260884823569,625.253415809755,661.235493584507,0,0,769.213086543081,805.35196248944,422,1658,1728,1755,1713
"Trinidad and Tobago",126,"Fish body oils, nei","fish_oil",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0.1,9,9,2,0,0
"Trinidad and Tobago",126,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96457841902679,18,11,83,6,7,2,139,223,8,13,52,30,40,43,26,38,64,117,126,252,428,352,350,56,115,10,2,4
"Trinidad and Tobago",126,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,27,5,89,17
